I had a dream I would find my soulmate here. Turns out dreams CAN come true.	여기서 내 운명의 상대를 만날 줄 꿈에서도 몰랐어. 역시 꿈도 현실이 되네.
Haah!····· How many cheesy lines have you memorized··· anyway?	하아!····· 도대체 오글거리는 멘트는 몇 개나 외운 거야···?
Well,····· you're going to have to do a lot better than that,····· sorry.	음······ 그 정도로는 좀 부족하네,······ 미안.
Buuut...····· you did put in effort I guess...····· and you are kind of cute.	하지만······ 그래도 나름 신경은 썼잖아······ 그리고 너, 좀 귀엽긴 해.
I'll tell you what.··· If you're lucky,··· maybe we can go get high sometime.····· You down?	있잖아,··· 운 좋으면··· 나중에 같이 한 번 빨아볼래?····· 어때?
Erryday.	맨날.
Niiice...	좋았어...
I've been known to get a little stupid from time to time.	가끔은 좀 바보 같을 때도 있어.
That works for me.	그거면 됐어.
Nah, that shit's for fools.	아냐, 그건 멍청이들이나 하는 짓이야.
Ew,·········· well,····· you need to start.	으웩·········· 음,····· 이제 시작해야지.
Name's Audrey.····· Get at me if you wanna make things crazy.	내 이름은 오드리야.····· 좀 미쳐보고 싶으면 언제든 연락해.
Now,····· if you don't mind,····· could get the fuck out of my way?	저기,····· 실례지만,····· 이제 비켜줄래?
Are you serious!?	진짜야!?
Ohhh·· come·· on!····· Just try it on!····· It's going to look sooooo cute.	아~~ 제발! 그냥 한 번만 입어봐! 진짜 진짜 엄청 귀여울 거라니까.
Try what on?············· There's nothing here!	뭘 입어보라는 거야?············ 여긴 아무것도 없잖아!
Come·· *oooo*on!····· I saw it and I immediately thought of you.·· You're going to love it.··· I promise.········	아··· 진짜···! 내가 그거 보자마자 바로 너가 떠올랐다니까. 너 분명 좋아할 거야. 진짜야.
Oh····· *aa*my...······················· uggghhh...··············· alright.·········· Just...·········· make sure nobody else is around.	아····· *아*······················· 으으으으...············· 알았어.·········· 그냥·········· 아무도 안 보는 것만 확인해줘.
Yeah,··· sure,··· the coast is clear.·····*mmcccmm*·····You're good.	응,··· 괜찮아,··· 아무도 없어.·····*음츄츄*·····이제 해도 돼.
Jess,····· I can't wear this!	제스,····· 나 이거 못 입겠어!
What are you talking about?····· You look cute!	무슨 소리야?····· 너 귀엽잖아!
Cute!?	귀여워!?
Ohhh,··· stop.········ There's nothing wrong with a little skin.	오오··· 그만해.········ 피부 좀 드러내는 거에 뭐가 어때서.
You can't keep all that boob to yourself hun.····· It's not fair to the rest of the world.	그렇게 엄청난 가슴을 혼자만 감추면 안 되지, 자기야.····· 세상 다른 사람들한테 너무 불공평하잖아.
The world will be just fine without my...················ boo*oo*bs.··	내······················가슴이 없어도 세상은 멀쩡할 거야.··
Yeah··· but,········ I won't.····· Besides,····· it wasn't cheap,····· soooo,····· you're stuck with it.	응··· 하지만········ 난 안 바꿀 거야.····· 게다가····· 이거 싸지도 않았거든,····· 그러니까····· 그냥 써야지 뭐.
So come on,····· let's go!	자, 어서····· 가자!
I am NOT going anywhere in this.············· I'm changing back.	나 이렇게는 절대 못 가············· 다시 원래대로 돌아갈래.
*aaaaccc*·····You are impossible...	*아아아악*·····너 진짜 답이 없다...
Enjoying the view?	경치가 마음에 들어?
Quick,··· now's your chance.··· Before she goes to change just say something; anything!	빨리,··· 지금이 찬스야.··· 걔가 옷 갈아입기 전에 뭐라도 말해!
Excuse me, but if I don't stop you now I'm going to regret it forever.	실례지만, 지금 안 멈추면 평생 후회할 것 같아서.
What!?	뭐!?
Hey, wait up!	야, 잠깐만!
Huh?	엥?
Dayum girl! Is it hot out here, or is it just you?	대박, 너 땜에 이렇게 더운 거야, 아니면 원래 날씨가 이런 거야?
Ahhh!	아아아!
Ohhh,·· jeez.···················· Hi,········ sorry,········ *uu*ummmmm,·········· *aaaacc*···I'm so embarrassed right now.	오오,·· 아이구.···················· 안녕,········ 미안해,········ *으으*음·········· *아아악*···나 지금 엄청 창피해.
My friend made me put this stupid thing on,·········· sorry.·········· One second,·········· let me go change.	내 친구가 억지로 이 멍청한 거 입히게 했어·········· 미안.·········· 잠깐만,·········· 나 갈아입고 올게.
Oh, what? The bikini? I hadn't even noticed.	어, 뭐? 비키니? 나 아예 몰랐는데.
*hahahaha*·····*haah*·····Somehow,····· I'm not so sure I believe that.	*하하하하*·····*하아*·····왠지,····· 그 말은 잘 안 믿겨지네.
What's the rush? I was kinda hoping you would leave it on.	왜 이렇게 서둘러? 난 네가 그거 계속 끼고 있길 바랐는데.
Your friend has good taste. That bikini was destined for you.	네 친구 안목 진짜 좋네. 그 비키니, 너를 위해 태어난 거잖아.
Really?·········· No.················ You think so?·········· I don't know...	정말?·········· 아니.················ 그렇게 생각해?·········· 잘 모르겠는데...
It's a little revealing.········ Don't you think?	좀 야한 것 같은데········ 그렇지 않아?
I don't want people to think...·········· I'm like that,·········· you know?	사람들이 나를... 그런 사람으로 볼까 봐 싫어, 알지?
Like what? Adorable? Too late.	뭐가? 귀엽다고? 이미 늦었어.
*hahahaha*Shut up.·····*haah*····· You know what I mean.	*푸하하하* 닥쳐.·····*하아*····· 무슨 말인지 알잖아.
Hey, if you've got, flaunt it.	야, 가진 게 있으면 뽐내야지.
Sooooo...··············· are you saying····· I have it····· then?	그렇다는 건············· 내가 그걸····· 가지고 있다는····· 거야?
Oh, so you're not like that? Never mind then.	아, 그런 타입 아니구나? 됐어, 그럼.
*aaaacc*·····You jerk!·····*hahahaha*	*아아악*·····이 바보야!·····*푸하하하*
Hmmm...·········· well,·········· I guess it's not that bad...	음·········· 뭐,·········· 그렇게 나쁘진 않은 것 같은데…
I mean,·········· if you're really saying you like it...	그러니까·········· 정말로 네가 좋다고 하는 거면...
Oh,··· and,····· hi.············· The person inside of the bikini you're talking to;············· her name is Beli.···*hahahaha*·····	아,··· 그리고,····· 안녕.············· 네가 지금 얘기하고 있는 이 비키니 속 사람 이름은············· 벨리야.···*하하하하*·····
Hold it right there!	거기서 딱 멈춰!
I believe you have something that belongs to me.····· I'd like it back.·····	내 거 가지고 있는 거 같네······ 돌려받고 싶은데······
That gear is a critical component to my ship's engine.····· How did you get that?	저 기어는 내 우주선 엔진에 꼭 필요한 부품이야.····· 그걸 어떻게 구한 거야?
I found it, right around here.	여기쯤에서 찾았어.
Damn!····· How could I be so careless?	젠장!····· 내가 어떻게 이렇게 부주의할 수가 있지?
It wasn't me! I swear!	나 아니야! 진짜야!
Save it!····· I've no time for stories.	저장해!····· 지금은 이야기할 시간 없어.
Uhhhhhhhh... the fuck?	어... 씨발, 뭐야?
What!?····· What are you staring at?	뭐!?····· 뭘 그렇게 쳐다봐?
No matter.······· I'll be taking that back now...	상관없어······· 이제 그건 내가 다시 가져갈게...
Thank you...····· Your cooperation is appreciated.	고마워... 네 협조에 정말 감사해.
It would be wise for you to forget this encounter ever happened.	이번 일은 그냥 없었던 일로 치는 게 현명할 거야.
Wait! We were just getting to know each other.	잠깐만! 이제 막 서로 알아가려던 참이었잖아.
...and just why would you want to learn more about me?	...근데 대체 왜 나에 대해서 더 알고 싶은 건데?
Before you go! Will I ever get to see you again?	가기 전에! 나 다시 볼 수 있을까?
For what reason would we possibly need to meet again?	대체 우리가 왜 다시 만나야 하지?
Hold on! I don't even know your name.	잠깐만! 너 이름도 모르거든.
My name?······· Why would you want to know my name?	내 이름?······· 내 이름이 왜 궁금한데?
I just kinda thought you were cute is all...	그냥 네가 좀 귀엽다고 생각했을 뿐이야...
*aaaacc*·····You think...····· I'm cute?	*아아아악*·····너····· 나 귀엽다고 생각해?
I was wondering if maybe you wanted to go on a date sometime.	혹시 나랑 언제 한 번 데이트할래?
You...····· want to go on a date?····· With me?·· *aaacc*·····	너...····· 나랑 데이트하고 싶다고?····· 나랑?·· *아아악*·····
You're like the sexiest thing I've ever laid eyes on.	넌 내가 지금까지 본 것 중에 제일 섹시해.
*iii*I...·········· Oohhhh...······· you really think I'm attractive...?	*iii*나...·········· 오오오······· 진짜 내가 매력 있다고 생각해...?
Well,········ I suppose you're not terribly hideous for a human.····· *hahahahahaha*	음········ 인간 치고 그렇게까지 흉하진 않네.····· *하하하하하하*
I don't know...····· this goes against my better judgement...	모르겠어...····· 이건 내 상식에 완전 어긋나는데...
Not to mention that fact····· that it's strictly against protocol...	게다가…… 그건 규정상 완전 금지야…
But,····· as long as I'm stranded here,····· I may as well try to enjoy myself...	하지만······ 이렇게 갇혀 있는 이상,······ 최대한 즐겨보는 게 낫겠지...
It's not like anybody is going to know...	아무도 알 리 없잖아...
You're right.····· How would command ever find out?	맞아······ 사령부가 어떻게 알겠어?
Yeah, sure. Whatever.	그래, 알겠어. 뭐든지.
I like this way of thinking...····· It is whatever,····· right?	이런 생각 방식 맘에 들어······ 뭐 어때,······ 맞지?
Right! You only live once.	맞아! 인생은 한 번뿐이잖아.
That's trruuuue...*aacc*····· Well, in your case anyway.	그건 맞지이이... *으으으*····· 뭐, 너한텐 그렇긴 해.
Alright then,····· you've just earned yourself a new friend.····· My name is Celeste.·····	좋아,····· 이제 친구 하나 더 생겼네.····· 내 이름은 셀레스트야.·····
If you'd like to come and see me,····· try to find me later in the day.	나를 만나고 싶으면······ 나중에 와서 찾아봐.
My people are nocturnal. Besides,····· it's too risky to be walking around in broad daylight.	우리 쪽은 밤에 활동해. 게다가····· 대낮에 돌아다니는 건 너무 위험하거든.
Hey····· Lol*ooll*a!············ Aww you bitch,····· you didn't tell me you were back in town!	야····· 야이 씨*끼야!············ 야, 이 계집애야,····· 너 돌아온 거 말도 안 해줬네!
Hey lover!····· Just got in a couple days ago.····· Missed you!	자기야!····· 며칠 전에 막 도착했어.····· 너무 보고 싶었어!
··Excuses*excuseseseses*!·········· You know you're supposed to check in with me as soon as you hit the ground.	··핑계*핑계핑계핑계*!·········· 나 도착하자마자 바로 연락하라고 했던 거 알잖아.
*hahahahahaha*·····*cccc*·····Of course!····· What was I thinking?············· I'm sorry honey,········ won't happen again.	*하하하하하하*·····*끄으으*·····당연하지!·····내가 무슨 생각을 했던 거지?·············미안해 자기야,········ 다시는 안 그럴게.
That's more like it.	그래, 이제 제대로네.
How've you been my darling?····· Staying out of trouble?	잘 지냈어, 내 사랑?······ 사고 안 치고 있지?
Well,····· I try,····· but····· trouble has a hard time staying out of me.	음······ 노력은 하는데······ 문제란 녀석이 자꾸 내 주변을 맴돌아.
*hahahahaha*·····Sooo,··· I take it work is good?	*하하하하하*······ 그래서··· 일은 잘 되고 있는 거야?
Never better.····· But enough about me.····· What's goin' on girl?····· Any new mischief to share?	지금 완전 최고야····· 근데 내 얘기는 이쯤 하고····· 무슨 일 있어, 자기?····· 또 무슨 장난 꾸미는 거 없어?
*aaaacc*·····Where do I start?	*아아아악*·····어디서부터 시작해야 하지?
Hold that thought.····· Have a seat,····· I'm gonna go grab you a drink.····· I want to hear all about it.	잠깐만, 그 생각 유지하고 있어.····· 앉아봐,····· 내가 마실 거 가져올게.····· 자세히 듣고 싶거든.
Ahhhh,·· I'd love to...	아아아,·· 나도 그러고 싶어...
Buuuut...?	근데에에...?
Yeah,····· I've got an early day tomorrow.····· I just stopped in for a second.	응······ 내일 일찍 일어나야 해서.······ 그냥 잠깐 들렀어.
Ahhh,··· coooome *ooooo*ooon.··············· You're not going to make me sit here and drink all by myself are you?	아아아,··· 제에에에발 *좀*만.··············· 설마 나 혼자 여기 앉아서 마시게 둘 거야?
Raincheck.····· I'll call you later this week;····· girls night out,····· all the way.	다음에 하자.····· 이번 주에 내가 다시 연락할게;····· 오늘은 여자들끼리 밤새 신나게 놀 거거든.
Yeah, yeah, yeah.·········· Get out of here already.	알겠어, 알겠다고.·········· 이제 좀 나가봐.
Love you baby!·····*ccaacc*	사랑해 자기야!·····*쫘아악*
Ooh!····· Milf alert!····· Looks like a total cougar too.	오!····· MILF 출몰!····· 완전 육덕진 연상녀네.
I don't think you realize the gravity of the situation here.	여기 상황이 얼마나 심각한지 너 정말 모르는 거 같네.
This is what separates the men from the boys.	이게 진짜 어른과 애들을 구분하는 순간이지.
This is what separates the women from the girls.	여기서 진짜 여자와 애송이가 갈린다.
You've got to be aggressive.····· That nice guy shit isn't gonna cut it.	적극적으로 나가야 해.····· 착한 남자 코스프레로는 안 통해.
You've got to be aggressive.····· That nice girl shit isn't gonna cut it.	적극적으로 나가야 돼.····· 착한 사람처럼 굴면 절대 안 통해.
Hey beautiful, I can't seem take my eyes off you.	아름다운 너한테서 도저히 눈을 뗄 수가 없어.
Well·· then,········ come a little closer.····· There's a lot more to see.	그럼······ 좀 더 가까이 와봐.······ 볼 게 아직 더 많거든.
That is a supremely nice set of tits. Ten outta ten.	진짜 끝내주는 가슴이네. 만점이야.
*mmmhhhmmmhhh*·····Aren't they?····· What can I say?····· I'm blessed.	*으음흠흠흠*······그렇지?······ 뭐라고 해야 하지?······ 나 참 복 받은 사람이지.
How much?	얼마야?
How much ya got?*mcmcmcmcmc*·····	얼마나 있는데?*으음으음으음*·····
I don't believe I've had the pleasure of meeting you.·········· The·· cute·· ones·· are·· always·· hiding.·····	아직 당신을 만난 적이 없었던 것 같네요.·········· 귀여운 사람들은·· 항상·· 숨어있더라니까·····
Hun,·········· do me a favor and help me out with my empty glass?·········· Pretty please?	자기야·········· 내 잔이 비었는데 좀 챙겨줄 수 있을까?·········· 응, 부탁해?
What's in it for me?	나한텐 뭐가 좋은데?
Ooohh,········ I can make it worth your while sweetie.····· Trust··· me.	오오오········ 너한테 후회 안 남게 해줄게, 자기야.····· 믿어봐···.
What're you having?	뭐 마실 거야?
Hmmm,·········· surprise me.·········· I like surprises...	음·········· 놀라게 해줘.·········· 서프라이즈 좋아하거든...
Coming right up!	금방 나갈게!
Now this····· is a man who knows how to treat a lady.	이거야말로······ 진짜 여자를 어떻게 대해야 하는지 아는 남자네.
Now this····· is a woman who knows how to treat a lady.	이거지… 이런 게 진짜 여자를 어떻게 대해야 하는지 아는 여자야.
What should we do about the fact that we're desperately attracted to each other?	우리 서로한테 이렇게 끌리는 걸, 그냥 두면 어떡하지?
Awwwww,·········· you're desperately attracted to me?·········· You're sweet.	아아아앙,·········· 나한테 완전 빠졌구나?·········· 귀엽네.
How many drinks does it take to get underneath that shirt?	그 셔츠 벗기려면 술 몇 잔이나 필요해?
Only one way to find out,····· huh?	직접 해보는 수밖에 없지,····· 그치?
Actually, why don't we get out of here?	사실, 우리 여기서 나갈래?
Oh,····· honey,··············· that wouldn't be very ladylike of me,····· would it?	아,····· 자기야,··············· 그건 나답지 않잖아,····· 그렇지?
You haven't even asked my name yet.····· I'm more than just a pretty face you know.	아직 내 이름도 안 물어봤잖아······ 나 그냥 얼굴만 예쁜 사람 아니거든.
Most gentlemen your age··· know me as Misty,····· but you can call me Jessie.	대부분 네 또래 신사들은··· 나를 미스티라고 알고 있지만······ 넌 제시라고 불러도 돼.
Most ladies your age··· know me as Misty,····· but you can call me Jessie.	네 또래 여자들은··· 나를 보통 미스티라고 부르거든,····· 하지만 넌 그냥 제시라고 해도 돼.
You should feel honored.·········· I only share that secret with people I like.	영광으로 생각해.·········· 그 비밀은 내가 좋아하는 사람한테만 알려주거든.
Yo!·········· I didn't expect to see you here today Tiffany.	야!·········· 오늘 여기서 티파니 널 만날 줄은 몰랐는데.
Yeah! My english lit class was cancelled;········ tryin' to make good use of the time.	좋았어! 영어 문학 수업이 취소됐거든········ 그래서 시간 좀 알차게 써보려고.
Hey,····· listen.······· Thanks soooo*oooo* much for watching Philip the other day.·········· I know it was last minute.	저기,····· 있잖아.······· 그날 필립 봐줘서 진짜~~ 엄청 고마워.·········· 갑자기 부탁한 거 아는데도.
Nooo,····· don't even mention it.········ I love to hang out with Philly,····· he's my little buddy.	아아아,····· 그런 말도 하지 마.········ 나 필리랑 노는 거 진짜 좋아해,····· 걔는 내 귀여운 동생이잖아.
Did he give you any trouble?	걔가 너한테 뭐라도 했어?
Nope!····· Like an angel.	아냐!······ 완전 천사처럼 굴었지.
An angel?················ Are you sure you were watching the right kid? *hahahahahahahahaha*········	천사라고?················ 진짜 제대로 본 거 맞아? *푸하하하하하하하하하*········
Hehehe...	헤헤헤...
I know I still owe you too,····· so don't worry.····· I should be getting my paycheck tomorrow.	나도 아직 너한테 갚아야 하는 거 알아,······ 그러니까 걱정 마.······ 내일 월급 들어올 거야.
Shhhhh!·· I won't hear of it.····· I was more than happy to help out.	쉬이잇!·· 그런 소리는 듣기 싫어.····· 도와줄 수 있어서 난 오히려 좋았어.
Nonsense!······· I'm not taking no for an answer.	말도 안 돼!······· 싫다고 해도 내가 받아들일 생각 없어.
Too late!·····*hahahaha*····· Have a good workout!	너무 늦었어!·····*하하하하*····· 운동 잘 하고 와!
Hey!····· Get back here!····· This isn't over!	야!····· 거기 서봐!····· 이대로 끝난 거 아니거든!
Man,····· will you get a load of these two...	야,····· 얘네 둘 좀 봐라...
I'd kill to have tits like that.	나도 저런 가슴 갖고 싶어서 죽을 지경이야.
This chick is clearly out of your league.····· But there may be hope.	이 여자랑은 급이 확실히 다르다······ 하지만 희망이 아예 없는 건 아니야.
She's probably looking for a decent guy because of that baby mama drama.	아마 그 아기 엄마랑 얽힌 일 때문에 괜찮은 남자를 찾으려는 걸 거야.
She's probably looking for a decent girl because of that baby mama drama.	그 여자랑 애가 얽힌 일 때문에, 아마 제대로 된 여자를 찾고 있는 걸 거야.
So just try not to be an ass for like,····· five minutes...?	그냥 다섯 분만 재수 없게 굴지 말아줄래...?
Oh!······· She's looking over this way!····· Show time!	오!······· 그녀가 이쪽을 보고 있어!····· 이제 쇼 타임이다!
Hey,····· are you finished with that machine?····· I have one set left to jam out.	저기,····· 그 기계 다 썼어?····· 나 마지막 세트만 더 하면 돼.
I was just trying to look cool. I don't even know what this machine does.	그냥 멋있어 보이려고 한 거야. 사실 이 기계가 뭘 하는지도 몰라.
*hahahahaha*········It worked.····· You look wicked cool.	*하하하하하*········됐어.····· 너 완전 멋져 보여.
Yep, just finished. She's all yours.	응, 방금 끝냈어. 이제 네 차례야.
Awesome,····· thanks so much.	고마워, 진짜 최고야.
Go ahead, you look like you need it more than I do.	어이, 너가 더 필요해 보이니까 먼저 해.
Hey what's that supposed to mean?	그게 무슨 뜻이야?
Have I seen you on T.V. or something? You look familiar...	TV 같은 데서 본 적 있나? 어디서 본 얼굴인데...
Really!?·············· Oh·· em·· gee!····· I've done a couple local commercials but I never thought I'd be recognized!	정말!?·············· 와·· 대박·· 헐!····· 난 그냥 동네 광고 몇 번 찍어봤을 뿐인데, 이렇게 알아봐줄 줄은 몰랐어!
I don't know too many girls who work out with earrings on.	운동할 때 귀걸이 낀 여자, 나는 많이 못 봤는데.
What?·········· Oh,··· shit!····· Totally forgot about these.·····*hahahaha*····· Thanks!	뭐라고?·········· 어,··· 젠장!····· 완전 까먹었네.·····*하하하하*····· 고마워!
Forgive me for saying this... but your body is straight bangin'.	이렇게 말해서 미안한데... 너 몸매 진짜 끝내준다.
*hahahahahaha*·····Thanks.····· I try.	*하하하하하하*·····고마워.····· 나름 열심히 해.
You must be new here.········ I don't think we've met before,··· right?.	여기 처음이지?········ 우리 전에 만난 적 없는 것 같은데··· 맞지?
I like to think I know all the regulars here on a first name basis.	여기 단골들은 다 이름까지는 다 안다고 생각해.
