asset_file,path_id,obj_type,field_path,text
resources.assets,997,MonoBehaviour,name,White Pansy
resources.assets,997,MonoBehaviour,description,Consume all [[Flirtation]flirtation] tokens on the grid.
resources.assets,998,MonoBehaviour,name,Orange Cosmos
resources.assets,998,MonoBehaviour,description,Consume all [[Romance]romance] tokens on the grid.
resources.assets,999,MonoBehaviour,name,Red Tulip
resources.assets,999,MonoBehaviour,description,Consume all [[Sexuality]sexuality] tokens on the grid.
resources.assets,1000,MonoBehaviour,name,Pink Lily
resources.assets,1000,MonoBehaviour,description,Consume all [[Passion]heart] tokens on the grid.
resources.assets,1001,MonoBehaviour,name,Sunflower
resources.assets,1001,MonoBehaviour,description,"Consume all [[Joy]joy] tokens on the grid, earning +1 [[Move]joy] for every token consumed after the first 2."
resources.assets,1002,MonoBehaviour,name,Stuffed Cat
resources.assets,1002,MonoBehaviour,description,Remove all [[Broken Heart]broken] tokens from the grid.
resources.assets,1003,MonoBehaviour,name,Stuffed Sheep
resources.assets,1003,MonoBehaviour,description,+1 [[Passion]heart] Level for every 2 [[Broken Heart]broken] tokens on the grid.
resources.assets,1004,MonoBehaviour,name,Stuffed Monkey
resources.assets,1004,MonoBehaviour,description,+2% of total Affection goal for every [[Broken Heart]broken] token on the grid.
resources.assets,1005,MonoBehaviour,name,Stuffed Penguin
resources.assets,1005,MonoBehaviour,description,Convert all [[Broken Heart]broken] tokens into [[Joy]joy] tokens.
resources.assets,1006,MonoBehaviour,name,Stuffed Whale
resources.assets,1006,MonoBehaviour,description,Convert all [[Broken Heart]broken] tokens into [[Sentiment]sentiment] tokens.
resources.assets,1007,MonoBehaviour,name,Sea Breeze Perfume
resources.assets,1007,MonoBehaviour,description,Increase the amount of [[Talent]talent] tokens that fall by 50% for the remainder of the date.
resources.assets,1008,MonoBehaviour,name,Green Tea Perfume
resources.assets,1008,MonoBehaviour,description,Increase the amount of [[Flirtation]flirtation] tokens that fall by 50% for the remainder of the date.
resources.assets,1009,MonoBehaviour,name,Peach Perfume
resources.assets,1009,MonoBehaviour,description,Increase the amount of [[Romance]romance] tokens that fall by 50% for the remainder of the date.
resources.assets,1010,MonoBehaviour,name,Cinnamon Perfume
resources.assets,1010,MonoBehaviour,description,Increase the amount of [[Sexuality]sexuality] tokens that fall by 50% for the remainder of the date.
resources.assets,1011,MonoBehaviour,name,Rose Perfume
resources.assets,1011,MonoBehaviour,description,Increase the amount of [[Passion]heart] tokens that fall by 50% for the remainder of the date.
resources.assets,1012,MonoBehaviour,name,Lilac Perfume
resources.assets,1012,MonoBehaviour,description,Increase the amount of [[Broken Heart]broken] tokens that fall by 50% for the remainder of the date.
resources.assets,1013,MonoBehaviour,name,Coffee
resources.assets,1013,MonoBehaviour,description,Dark roasted with a dash of milk; the perfect morning pick-me-up.
resources.assets,1014,MonoBehaviour,name,Orange Juice
resources.assets,1014,MonoBehaviour,description,Fresh squeezed and packed full of vitamin C.
resources.assets,1015,MonoBehaviour,name,Bagel
resources.assets,1015,MonoBehaviour,description,Because it's not socially acceptable to eat donuts for breakfast.
resources.assets,1016,MonoBehaviour,name,Muffin
resources.assets,1016,MonoBehaviour,description,It's like a cupcake but you can have it for breakfast.
resources.assets,1017,MonoBehaviour,name,Omelette
resources.assets,1017,MonoBehaviour,description,A western style cheese omelette with sausage and peppers.
resources.assets,1018,MonoBehaviour,name,Pancakes
resources.assets,1018,MonoBehaviour,description,A fluffy stack of pancakes covered in butter and syrup.
resources.assets,1019,MonoBehaviour,name,Cookies
resources.assets,1019,MonoBehaviour,description,"An assortment of soft, chewy, mouth watering cookies."
resources.assets,1020,MonoBehaviour,name,Cupcakes
resources.assets,1020,MonoBehaviour,description,A variety pack of adorably delicious mini cupcakes.
resources.assets,1021,MonoBehaviour,name,Sundae
resources.assets,1021,MonoBehaviour,description,An ice cream sundae oozing with fudge and a cherry on top.
resources.assets,1022,MonoBehaviour,name,Pumpkin Pie
resources.assets,1022,MonoBehaviour,description,A thick slice of seasonal pumpkin pie with a dollop of cream.
resources.assets,1023,MonoBehaviour,name,Fruit Tart Pie
resources.assets,1023,MonoBehaviour,description,"A tangy fruit pie with kiwi, berries and a flakey crust."
resources.assets,1024,MonoBehaviour,name,Wedding Cake
resources.assets,1024,MonoBehaviour,description,"A huge, hand made multi-layer cake covered with frosting."
resources.assets,1025,MonoBehaviour,name,Orange
resources.assets,1025,MonoBehaviour,description,A sweet and juicy tropical treat packed with vitamins and minerals.
resources.assets,1026,MonoBehaviour,name,Lemon
resources.assets,1026,MonoBehaviour,description,A sweet and juicy tropical treat packed with vitamins and minerals.
resources.assets,1027,MonoBehaviour,name,Mango
resources.assets,1027,MonoBehaviour,description,A sweet and juicy tropical treat packed with vitamins and minerals.
resources.assets,1028,MonoBehaviour,name,Pinapple
resources.assets,1028,MonoBehaviour,description,A sweet and juicy tropical treat packed with vitamins and minerals.
resources.assets,1029,MonoBehaviour,name,Coconut
resources.assets,1029,MonoBehaviour,description,A sweet and juicy tropical treat packed with vitamins and minerals.
resources.assets,1030,MonoBehaviour,name,Watermelon
resources.assets,1030,MonoBehaviour,description,A sweet and juicy tropical treat packed with vitamins and minerals.
resources.assets,1031,MonoBehaviour,name,Carrot
resources.assets,1031,MonoBehaviour,description,A delicious and healthy snack for the health conscious consumer.
resources.assets,1032,MonoBehaviour,name,Cucumber
resources.assets,1032,MonoBehaviour,description,A delicious and healthy snack for the health conscious consumer.
resources.assets,1033,MonoBehaviour,name,Tomatos
resources.assets,1033,MonoBehaviour,description,A delicious and healthy snack for the health conscious consumer.
resources.assets,1034,MonoBehaviour,name,Bell Peppers
resources.assets,1034,MonoBehaviour,description,A delicious and healthy snack for the health conscious consumer.
resources.assets,1035,MonoBehaviour,name,Eggplant
resources.assets,1035,MonoBehaviour,description,A delicious and healthy snack for the health conscious consumer.
resources.assets,1036,MonoBehaviour,name,Cabbage
resources.assets,1036,MonoBehaviour,description,A delicious and healthy snack for the health conscious consumer.
resources.assets,1037,MonoBehaviour,name,Heart Candies
resources.assets,1037,MonoBehaviour,description,Small sugar candies sometimes given as a show of affection.
resources.assets,1038,MonoBehaviour,name,Jelly Beans
resources.assets,1038,MonoBehaviour,description,An assortment of sweet jelly candies in various fruity flavors.
resources.assets,1039,MonoBehaviour,name,Bubble Gum
resources.assets,1039,MonoBehaviour,description,A flavorful chewing gum that can be blown into bubbles.
resources.assets,1040,MonoBehaviour,name,Lollipop
resources.assets,1040,MonoBehaviour,description,A classic confectionary treat for the child in all of us.
resources.assets,1041,MonoBehaviour,name,Cotton Candy
resources.assets,1041,MonoBehaviour,description,A mass of fluffy spun sugar that melts as soon as it hits the tongue.
resources.assets,1042,MonoBehaviour,name,Chocolate
resources.assets,1042,MonoBehaviour,description,"Smooth, rich, creamy dark chocolate that just melts in your mouth."
resources.assets,1043,MonoBehaviour,name,Soda
resources.assets,1043,MonoBehaviour,description,A sweet bubbly beverage thats mostly water and corn syrup.
resources.assets,1044,MonoBehaviour,name,Popcorn
resources.assets,1044,MonoBehaviour,description,A large bag of fresh popcorn loaded with butter and salt.
resources.assets,1045,MonoBehaviour,name,French Fries
resources.assets,1045,MonoBehaviour,description,A greasy bag of heavily salted fries that nobody can stop eating.
resources.assets,1046,MonoBehaviour,name,Corndog
resources.assets,1046,MonoBehaviour,description,A fried hotdog on a stick that can only be eaten in intense guilt.
resources.assets,1047,MonoBehaviour,name,Hamburger
resources.assets,1047,MonoBehaviour,description,"A grilled beef patty with cheese, lettuce and tomato on two toasted buns."
resources.assets,1048,MonoBehaviour,name,Pizza
resources.assets,1048,MonoBehaviour,description,A slice of piping hot pizza with all the toppings.
resources.assets,1049,MonoBehaviour,name,Shiny Gift Box
resources.assets,1049,MonoBehaviour,description,What could it be? Open it up and see what's inside!
resources.assets,1050,MonoBehaviour,name,Fine Gift Box
resources.assets,1050,MonoBehaviour,description,What could it be? Open it up and see what's inside!
resources.assets,1051,MonoBehaviour,name,Fancy Gift Box
resources.assets,1051,MonoBehaviour,description,What could it be? Open it up and see what's inside!
resources.assets,1052,MonoBehaviour,name,Regal Gift Box
resources.assets,1052,MonoBehaviour,description,What could it be? Open it up and see what's inside!
resources.assets,1053,MonoBehaviour,name,Lovely Gift Box
resources.assets,1053,MonoBehaviour,description,What could it be? Open it up and see what's inside!
resources.assets,1054,MonoBehaviour,name,Lucky Gift Box
resources.assets,1054,MonoBehaviour,description,What could it be? Open it up and see what's inside!
resources.assets,1055,MonoBehaviour,messageText,"Every date you go on is gonna be more challenging than the last. If you don't improve your traits you're gonna blow it, trust me. You can use the ""Hunie"" you earn from interacting with girls to upgrade your traits using the traits app."
resources.assets,1056,MonoBehaviour,messageText,"I'll make you a deal. Every time you give a girl a gift that she LOVES I'll have one of our interns send you a present too; something you can use on dates. Ahhh... I'm such a nice person. Err, fairy."
resources.assets,1057,MonoBehaviour,messageText,"Pay attention to the appetite meter! A girl gets hungry standing around chatting all day. If she's hungry, check the store to see if there are any food items that she might like."
resources.assets,1058,MonoBehaviour,messageText,"Know how to use booze to your advantage! Usually girls will only drink at night when they're out, but the more hammered she is, the more ""Hunie"" you'll earn by talking with her or giving her gifts."
resources.assets,1059,MonoBehaviour,messageText,"You're so close! Once your relationship with a girl is at four or more hearts, there's a good chance you can pull her home after the next date. Take her out at night though! That's the only way you're gonna pull it off."
resources.assets,1060,MonoBehaviour,messageText,"Good news! You can order items directly from us now. Just go to girl's collection screen in her profile and order from there. It'll cost you some serious Hunie though; 10,000 per order. Shipping between parallel dimensions isn't cheap!"
resources.assets,1066,MonoBehaviour,name,Flirtation Token
resources.assets,1067,MonoBehaviour,name,Joy Token
resources.assets,1068,MonoBehaviour,name,Talent Token
resources.assets,1076,MonoBehaviour,name,Charisma
resources.assets,1077,MonoBehaviour,name,Luck
resources.assets,1087,MonoBehaviour,data.text,Option label goes here...
resources.assets,1157,MonoBehaviour,data.text,Location
resources.assets,1165,MonoBehaviour,data.text,Ability Name
resources.assets,1172,MonoBehaviour,data.text,"00
"
resources.assets,1179,MonoBehaviour,data.text,Item Name
resources.assets,1187,MonoBehaviour,data.text,"$10,000"
resources.assets,1192,MonoBehaviour,data.text,Item Name
resources.assets,1195,MonoBehaviour,data.text,"00
"
resources.assets,1198,MonoBehaviour,data.text,"$10,000"
resources.assets,1219,MonoBehaviour,data.text,"00
"
resources.assets,1230,MonoBehaviour,data.text,"$10,000"
resources.assets,1234,MonoBehaviour,data.text,Item Name
resources.assets,1237,MonoBehaviour,data.text,"$10,000"
resources.assets,1239,MonoBehaviour,data.text,"00
"
resources.assets,1241,MonoBehaviour,data.text,Item Name
resources.assets,1259,MonoBehaviour,data.text,"00
"
resources.assets,1268,MonoBehaviour,data.text,Item Name
resources.assets,1271,MonoBehaviour,data.text,"$10,000"
resources.assets,1273,MonoBehaviour,data.text,Item Name
resources.assets,1276,MonoBehaviour,data.text,"$10,000"
resources.assets,1298,MonoBehaviour,data.text,"$10,000"
resources.assets,1301,MonoBehaviour,data.text,Item Name
resources.assets,1303,MonoBehaviour,data.text,"$10,000"
resources.assets,1306,MonoBehaviour,data.text,Item Name
resources.assets,1323,MonoBehaviour,data.text,Cafe
resources.assets,1328,MonoBehaviour,data.text,Item Name
resources.assets,1331,MonoBehaviour,data.text,"$10,000"
resources.assets,1333,MonoBehaviour,data.text,Item Name
resources.assets,1336,MonoBehaviour,data.text,"$10,000"
resources.assets,1344,MonoBehaviour,data.text,Option label goes here...
resources.assets,1347,MonoBehaviour,data.text,Park
resources.assets,1356,MonoBehaviour,data.text,Nightclub
resources.assets,1358,MonoBehaviour,data.text,"$10,000"
resources.assets,1361,MonoBehaviour,data.text,Item Name
resources.assets,1362,MonoBehaviour,data.text,Option label goes here...
resources.assets,1363,MonoBehaviour,data.text,"$10,000"
resources.assets,1366,MonoBehaviour,data.text,Item Name
resources.assets,1385,MonoBehaviour,data.text,Item Name
resources.assets,1387,MonoBehaviour,data.text,"$10,000"
resources.assets,1396,MonoBehaviour,data.text,Option label goes here...
resources.assets,1405,MonoBehaviour,data.text,"$10,000"
resources.assets,1407,MonoBehaviour,data.text,Item Name
resources.assets,1414,MonoBehaviour,data.text,Bar
resources.assets,1425,MonoBehaviour,data.text,Item Name
resources.assets,1427,MonoBehaviour,data.text,"$10,000"
resources.assets,1430,MonoBehaviour,data.text,Option label goes here...
resources.assets,1432,MonoBehaviour,data.text,Beach
resources.assets,1438,MonoBehaviour,data.text,Option label goes here...
resources.assets,1445,MonoBehaviour,data.text,"$10,000"
resources.assets,1446,MonoBehaviour,data.text,Option label goes here...
resources.assets,1447,MonoBehaviour,data.text,Item Name
resources.assets,1456,MonoBehaviour,data.text,Market
resources.assets,1465,MonoBehaviour,data.text,Item Name
resources.assets,1467,MonoBehaviour,data.text,"$10,000"
resources.assets,1468,MonoBehaviour,data.text,Casino
resources.assets,1470,MonoBehaviour,data.text,Mall
resources.assets,1485,MonoBehaviour,data.text,"$10,000"
resources.assets,1487,MonoBehaviour,data.text,Item Name
resources.assets,1511,MonoBehaviour,data.text,Option label goes here...
resources.assets,1513,MonoBehaviour,data.text,Carnival
sharedassets0.assets,8609,MonoBehaviour,labelText,Ask on Date
sharedassets0.assets,8610,MonoBehaviour,labelText,Girl Finder
sharedassets0.assets,8611,MonoBehaviour,labelText,View Inventory
sharedassets0.assets,8612,MonoBehaviour,labelText,Check Profile
sharedassets0.assets,8613,MonoBehaviour,labelText,Purchase Gifts
sharedassets0.assets,8614,MonoBehaviour,labelText,Talk With Her
sharedassets0.assets,8615,MonoBehaviour,appName,Girl Finder
sharedassets0.assets,8616,MonoBehaviour,appName,Girls
sharedassets0.assets,8617,MonoBehaviour,appName,Girls
sharedassets0.assets,8618,MonoBehaviour,appName,Inventory
sharedassets0.assets,8619,MonoBehaviour,appName,Messages
sharedassets0.assets,8620,MonoBehaviour,appName,Settings
sharedassets0.assets,8621,MonoBehaviour,appName,Store
sharedassets0.assets,8622,MonoBehaviour,appName,Traits
sharedassets0.assets,8623,MonoBehaviour,steps[1].sceneLine.dialogLine.text,Aaaaaaaaaahhhhh...
sharedassets0.assets,8623,MonoBehaviour,steps[2].sceneLine.dialogLine.text,Good morning Aiko!
sharedassets0.assets,8623,MonoBehaviour,steps[3].sceneLine.dialogLine.text,"Oh,····· hey Beli."
sharedassets0.assets,8623,MonoBehaviour,steps[4].sceneLine.dialogLine.text,What's wrong?···················· Seem's like something's bothering you.
sharedassets0.assets,8623,MonoBehaviour,steps[5].sceneLine.dialogLine.text,"Yeah,····· life."
sharedassets0.assets,8623,MonoBehaviour,steps[6].sceneLine.dialogLine.text,*hahaha*··········How are classes going?
sharedassets0.assets,8623,MonoBehaviour,steps[7].sceneLine.dialogLine.text,"Ugghhhhh,····· I don't want to talk about that."
sharedassets0.assets,8623,MonoBehaviour,steps[8].sceneLine.dialogLine.text,"Mmmm,····· well,····· I think I have just the thing!"
sharedassets0.assets,8623,MonoBehaviour,steps[9].sceneLine.dialogLine.text,I'm headed to the beach to work on a few poses.········ You should join me.
sharedassets0.assets,8623,MonoBehaviour,steps[10].sceneLine.dialogLine.text,Nothing like a little exercise to melt that stress away.
sharedassets0.assets,8623,MonoBehaviour,steps[11].sceneLine.dialogLine.text,"Ehhhhh,····· not today.············ I'm just not feelin' it."
sharedassets0.assets,8623,MonoBehaviour,steps[12].sceneLine.dialogLine.text,Will I at least be seeing you this weekend at the studio?
sharedassets0.assets,8623,MonoBehaviour,steps[13].sceneLine.dialogLine.text,"I'll be there.·········· I don't think I have anything else going on, for once."
sharedassets0.assets,8623,MonoBehaviour,steps[14].sceneLine.dialogLine.text,Great!····· Can't wait!·········· See you there.
sharedassets0.assets,8623,MonoBehaviour,steps[16].sceneLine.dialogLine.text,Dude...······· bro...········· Asian chicks...·········· don't even get me started.
sharedassets0.assets,8623,MonoBehaviour,steps[16].sceneLine.dialogLine.secondaryText,Asian chicks...·········· don't even get me started.
sharedassets0.assets,8623,MonoBehaviour,steps[17].sceneLine.dialogLine.text,I··· have like the worst case of yellow fever··· ever...····· EV··ER.····· Like··· a yellow··· plague.
sharedassets0.assets,8623,MonoBehaviour,steps[20].sceneLine.dialogLine.text,"This is a tough approach.····· She's kinda in a shitty mood, so··· say something stupid to try and cheer her up."
sharedassets0.assets,8623,MonoBehaviour,steps[21].sceneLine.dialogLine.text,It doesn't matter what.····· The stupider the better.
sharedassets0.assets,8623,MonoBehaviour,steps[23].responseOptions[0].text,Isn't it funny how life is pointless and nothing matters?
sharedassets0.assets,8623,MonoBehaviour,steps[23].responseOptions[0].steps[0].sceneLine.dialogLine.text,*hahahahahahahaha*··········I ask myself the same thing··· all the time.
sharedassets0.assets,8623,MonoBehaviour,steps[23].responseOptions[1].text,Hey can you teach me karate?
sharedassets0.assets,8623,MonoBehaviour,steps[23].responseOptions[1].steps[0].sceneLine.dialogLine.text,*hahahahahahaha*·····Oh my god!····· Could you please be more racist?
sharedassets0.assets,8623,MonoBehaviour,steps[23].responseOptions[2].text,Fuck these birds. Am I right?
sharedassets0.assets,8623,MonoBehaviour,steps[23].responseOptions[2].steps[0].sceneLine.dialogLine.text,"*haha*··*hahahaha*·····Nooo,····· I like the birds."
sharedassets0.assets,8623,MonoBehaviour,steps[24].responseOptions[0].text,I'm only kidding. I just thought you were cute and wanted to meet you.
sharedassets0.assets,8623,MonoBehaviour,steps[24].responseOptions[0].steps[0].sceneLine.dialogLine.text,Noooooo...········ I look like a mess right now.····· I'm sure my hair is a disaster.
sharedassets0.assets,8623,MonoBehaviour,steps[24].responseOptions[1].text,"Haha, but, for real, what's up? You look a little bummed out over here."
sharedassets0.assets,8623,MonoBehaviour,steps[24].responseOptions[1].steps[0].sceneLine.dialogLine.text,"Oh,····· no,····· I'm good."
sharedassets0.assets,8623,MonoBehaviour,steps[24].responseOptions[2].text,"Nah, I just like to bother people who look like they want to be left alone."
sharedassets0.assets,8623,MonoBehaviour,steps[24].responseOptions[2].steps[0].sceneLine.dialogLine.text,"Well,····· mission accomplished.········ Good work!"
sharedassets0.assets,8623,MonoBehaviour,steps[25].sceneLine.dialogLine.text,I'm just trying to relax;·········· enjoy a little down time between classes.
sharedassets0.assets,8623,MonoBehaviour,steps[26].sceneLine.dialogLine.text,I teach up at U.O.G.*uuu ooo ggg*····· You know the place?··········· It's like the only university in the city for some reason.
sharedassets0.assets,8623,MonoBehaviour,steps[27].responseOptions[0].text,"Oh, so you've got that sexy teacher angle going then?"
sharedassets0.assets,8623,MonoBehaviour,steps[27].responseOptions[0].steps[0].sceneLine.dialogLine.text,I don't know about that.·········· I have a couple students who would probably agree with you though. *hahahahahahaha*·····
sharedassets0.assets,8623,MonoBehaviour,steps[27].responseOptions[1].text,A teacher? You must be like really smart.
sharedassets0.assets,8623,MonoBehaviour,steps[27].responseOptions[1].steps[0].sceneLine.dialogLine.text,Sure;········ yes.·········· Let's go with that. *hahahahaha*·····*hahahahahahahahaha*··*aaaacc*
sharedassets0.assets,8623,MonoBehaviour,steps[27].responseOptions[2].text,Oh yeah? What do you teach?
sharedassets0.assets,8623,MonoBehaviour,steps[27].responseOptions[2].steps[0].sceneLine.dialogLine.text,"Well,········ I'm supposed to be a physics professor,····· let's just leave it at that. *hahahahahahaha*·····*aaaacc*"
sharedassets0.assets,8623,MonoBehaviour,steps[28].sceneLine.dialogLine.text,I'm glad you came over here.····· I needed a good laugh.
sharedassets0.assets,8623,MonoBehaviour,steps[29].sceneLine.dialogLine.text,"The kids call me Ms. Yumi,········ but,····· you····· can call me Aiko."
sharedassets0.assets,8624,MonoBehaviour,steps[1].sceneLine.dialogLine.text,"Ughh!····· What the fuck!····· Of course you screwed it up, again!"
sharedassets0.assets,8624,MonoBehaviour,steps[2].sceneLine.dialogLine.text,That's exactly what you asked for!····· Are you joking!?
sharedassets0.assets,8624,MonoBehaviour,steps[3].sceneLine.dialogLine.text,"Bitch,····· do I look like I'm joking!?····· How am I supposed to walk around like this?"
sharedassets0.assets,8624,MonoBehaviour,steps[4].sceneLine.dialogLine.text,You're·· fuckin'·· loco*co*.·· This is how I always cut your nasty ass hair!
sharedassets0.assets,8624,MonoBehaviour,steps[5].sceneLine.dialogLine.text,"Nasty···· ass······· hair?·········· Eww,·········· don't··· even!·········· Look who's talking,····· skank!"
sharedassets0.assets,8624,MonoBehaviour,steps[6].sceneLine.dialogLine.text,"No····· bitch,····· my hair isn't dried out and reeking of smoke, okay?"
sharedassets0.assets,8624,MonoBehaviour,steps[7].sceneLine.dialogLine.text,"Whatever··· ho,····· why don't you go get knocked up again."
sharedassets0.assets,8624,MonoBehaviour,steps[8].sceneLine.dialogLine.text,You need to turn around and walk away.
sharedassets0.assets,8624,MonoBehaviour,steps[9].sceneLine.dialogLine.text,What's wrong!?····· Did I hurt your whore feelings?
sharedassets0.assets,8624,MonoBehaviour,steps[10].sceneLine.dialogLine.text,"Turn around,····· and walk away."
sharedassets0.assets,8624,MonoBehaviour,steps[11].sceneLine.dialogLine.text,Gla*aaaa*dly.·········· At least I won't have to look at your whore face anymore.
sharedassets0.assets,8624,MonoBehaviour,steps[13].sceneLine.dialogLine.text,Fuckin' whore ass bitch needs to learn...
sharedassets0.assets,8624,MonoBehaviour,steps[15].sceneLine.dialogLine.text,"Ooh,··· she's a little feisty one,··· huh?"
sharedassets0.assets,8624,MonoBehaviour,steps[18].sceneLine.dialogLine.text,*aacc*This····· is what we refer to·· as····· a mega bitch.····· Confidence is key here.
sharedassets0.assets,8624,MonoBehaviour,steps[19].sceneLine.dialogLine.text,She has to know you're in charge and her bullshit isn't going to faze you.
sharedassets0.assets,8624,MonoBehaviour,steps[20].sceneLine.dialogLine.text,"So whatever you do,····· just,····· stay cool."
sharedassets0.assets,8624,MonoBehaviour,steps[22].sceneLine.dialogLine.text,"Uhh,····· could you move please?····· You're kind of in my way."
sharedassets0.assets,8624,MonoBehaviour,steps[23].responseOptions[0].text,...and let you walk out of my life forever?
sharedassets0.assets,8624,MonoBehaviour,steps[23].responseOptions[0].steps[0].sceneLine.dialogLine.text,"Ok,····· whatever...····· that was so lame."
sharedassets0.assets,8624,MonoBehaviour,steps[23].responseOptions[1].text,"Sorry, I wasn't paying attention. I got lost in your eyes."
sharedassets0.assets,8624,MonoBehaviour,steps[23].responseOptions[1].steps[0].sceneLine.dialogLine.text,"*hahahahaha*···Oh my god,····· seriously?"
sharedassets0.assets,8624,MonoBehaviour,steps[23].responseOptions[2].text,In a minute. I'm not finished checking you out.
sharedassets0.assets,8624,MonoBehaviour,steps[23].responseOptions[2].steps[0].sceneLine.dialogLine.text,"Uhhh,····· eww?"
sharedassets0.assets,8624,MonoBehaviour,steps[24].sceneLine.dialogLine.text,What are you even doing at the mall anyway?····· Besides creeping on girls.
sharedassets0.assets,8624,MonoBehaviour,steps[25].responseOptions[0].text,I need to pick up some condoms for our date tonight.
sharedassets0.assets,8624,MonoBehaviour,steps[25].responseOptions[0].secondaryText,I need to pick up some lube for our date tonight.
sharedassets0.assets,8624,MonoBehaviour,steps[25].responseOptions[0].steps[0].sceneLine.dialogLine.text,*hahahahahaha*Is that sooo?·····
sharedassets0.assets,8624,MonoBehaviour,steps[25].responseOptions[0].steps[0].sceneLine.dialogLine.secondaryText,*hahahahaha*·····Is that so?
sharedassets0.assets,8624,MonoBehaviour,steps[25].responseOptions[1].text,Just the creeping thing pretty much.
sharedassets0.assets,8624,MonoBehaviour,steps[25].responseOptions[1].steps[0].sceneLine.dialogLine.text,*hahahahaha*·····At least you're honest.
sharedassets0.assets,8624,MonoBehaviour,steps[25].responseOptions[2].text,I had a dream I would find my soulmate here. Turns out dreams CAN come true.
sharedassets0.assets,8624,MonoBehaviour,steps[25].responseOptions[2].steps[0].sceneLine.dialogLine.text,Haah!····· How many cheesy lines have you memorized··· anyway?
sharedassets0.assets,8624,MonoBehaviour,steps[26].sceneLine.dialogLine.text,"Well,····· you're going to have to do a lot better than that,····· sorry."
sharedassets0.assets,8624,MonoBehaviour,steps[27].sceneLine.dialogLine.text,Buuut...····· you did put in effort I guess...····· and you are kind of cute.
sharedassets0.assets,8624,MonoBehaviour,steps[28].sceneLine.dialogLine.text,"I'll tell you what.··· If you're lucky,··· maybe we can go get high sometime.····· You down?"
sharedassets0.assets,8624,MonoBehaviour,steps[29].responseOptions[0].text,Erryday.
sharedassets0.assets,8624,MonoBehaviour,steps[29].responseOptions[0].steps[0].sceneLine.dialogLine.text,Niiice...
sharedassets0.assets,8624,MonoBehaviour,steps[29].responseOptions[1].text,I've been known to get a little stupid from time to time.
