key,path_id,field_path,type,orig,trans,orig_sha1
8297|steps[2].dialogLine.dialogText,8297,steps[2].dialogLine.dialogText,MonoBehaviour,"Honestly, I think my body runs entirely on caffeine now.▸▸▸▸▸▸▸▸ I swear,▸▸ I can barely function without it!",,dde716beb4e8a09647644e027a02a402fdb0c18c
8297|steps[3].dialogLine.dialogText,8297,steps[3].dialogLine.dialogText,MonoBehaviour,I should probably learn to take it easy...▸▸▸▸▸ but I get so much more done this way!,,fbbbdd0433292a7ac35faae0b0b4695ab1091473
8298|steps[0].dialogLine.dialogText,8298,steps[0].dialogLine.dialogText,MonoBehaviour,Hmmmm...▸▸▸▸▸▸▸▸▸▸ I may have underestimated the cost of vacationing.▸▸▸▸▸ Things really add up quick...,,018072aac5b21d97e23d0c7210d602b7cf6a3280
8298|steps[1].dialogLine.dialogText,8298,steps[1].dialogLine.dialogText,MonoBehaviour,I'm gonna have to try to move twice as much inventory next month to make up for it...,,603eee5e83ba6924c04813b46a9e213b3edb432d
8298|steps[2].dialogOptions[0].dialogOptionText,8298,steps[2].dialogOptions[0].dialogOptionText,MonoBehaviour,I'd be happy to help you out. How much do you need?,,316cd747817236c1ae9fdaa9477db73b7f5fff4b
8298|steps[2].dialogOptions[0].steps[0].dialogLine.dialogText,8298,steps[2].dialogOptions[0].steps[0].dialogLine.dialogText,MonoBehaviour,"Don't even think about it!▸▸▸▸▸ I appreciate the offer, but, I don't need anyone's help!▸▸▸",,c66327290636e09197cf4fc94e55fbc0d42e1dd5
8298|steps[2].dialogOptions[1].dialogOptionText,8298,steps[2].dialogOptions[1].dialogOptionText,MonoBehaviour,I'm sure the government has programs that can assist you.,,fb4fddf73b86b1a7f3c77e250e60acd568be1698
8298|steps[2].dialogOptions[1].steps[0].dialogLine.dialogText,8298,steps[2].dialogOptions[1].steps[0].dialogLine.dialogText,MonoBehaviour,Hey!▸▸▸▸▸▸▸▸▸▸ Do I LOOK like the kind of person who would take a handout?,,e5f1b6a288797417be56beeb445b856dbc08976c
8298|steps[2].dialogOptions[2].dialogOptionText,8298,steps[2].dialogOptions[2].dialogOptionText,MonoBehaviour,You can always just take things without paying for them.,,893db33ed9f4e21f0ceedb47b726b6492118769b
8298|steps[2].dialogOptions[2].steps[0].dialogLine.dialogText,8298,steps[2].dialogOptions[2].steps[0].dialogLine.dialogText,MonoBehaviour,"Now that would be stealing, wouldn't it?▸▸▸▸▸ I was raised much better than that!",,e734a32e4ab21d7b84665f8a0477b25d857fccbb
8298|steps[3].dialogLine.dialogText,8298,steps[3].dialogLine.dialogText,MonoBehaviour,"THIS woman makes her own money and pays for her own things, thank you very much!",,bb3e151c967593aacbca0a86f1c15cb17c53ce11
8299|steps[0].dialogLine.dialogText,8299,steps[0].dialogLine.dialogText,MonoBehaviour,[aaaa]▸▸▸▸▸I was hoping this vacation would distract me from everything going on at home.,,39e5ea133f7262581a8482d729243ca4304f1d29
8299|steps[1].dialogLine.dialogText,8299,steps[1].dialogLine.dialogText,MonoBehaviour,"Don't get me wrong,▸▸▸▸▸▸▸▸▸▸ I'm having a great time and everything...",,eb1eb3bde530515ba62e29fd082d0c447123ebda
8299|steps[2].dialogLine.dialogText,8299,steps[2].dialogLine.dialogText,MonoBehaviour,"[but]...but I can't seem to take my mind off...▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ well,▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ I don't want to bother you with my problems.",,1c98a504c72b29878c0bc51a77332c9581252ba1
8299|steps[3].dialogOptions[0].dialogOptionText,8299,steps[3].dialogOptions[0].dialogOptionText,MonoBehaviour,"Please, do. I wouldn't mind at all. Maybe I can help.",,89784e36fdd43b1f985f5bfbbdf4663458a87dc4
8299|steps[3].dialogOptions[0].steps[0].dialogLine.dialogText,8299,steps[3].dialogOptions[0].steps[0].dialogLine.dialogText,MonoBehaviour,"No, no,▸▸ really, it's fine.▸▸▸▸▸ I'm just feeling sorry for myself.▸▸▸▸▸ Blah!▸▸▸▸▸ Forget I said anything.",,6d540b7519466cb49628b5e531fb7337c707c018
8299|steps[3].dialogOptions[1].dialogOptionText,8299,steps[3].dialogOptions[1].dialogOptionText,MonoBehaviour,"Hey, whatever it is, don't worry, it'll get better. Time heals all.",,b9f1ffb58224712607f941913816185c9d2f031d
8299|steps[3].dialogOptions[1].steps[0].dialogLine.dialogText,8299,steps[3].dialogOptions[1].steps[0].dialogLine.dialogText,MonoBehaviour,"Yeah...▸▸▸▸▸ maybe.▸▸▸▸▸▸▸▸▸▸ Unfortunately, time is part of the problem...▸▸▸▸▸ Ughh, that's life, I guess.",,9f7c27d95692a261dc06cc708a4086b482bc7c88
8299|steps[3].dialogOptions[2].dialogOptionText,8299,steps[3].dialogOptions[2].dialogOptionText,MonoBehaviour,"No matter what happens, nothing can take away the fact that you have huge tits.",,43c8c24f408757407942f33a836e96edbccc0912
8299|steps[3].dialogOptions[2].steps[0].dialogLine.dialogText,8299,steps[3].dialogOptions[2].steps[0].dialogLine.dialogText,MonoBehaviour,"[hahahaha]▸▸[hhhh]▸▸I know it shouldn't,▸▸▸ but that actually does make me feel a LITTLE bit better.",,272dfbf1f632d1e993023aac8880adeb146035dd
8300|steps[0].dialogLine.dialogText,8300,steps[0].dialogLine.dialogText,MonoBehaviour,"You know, I've always wanted to ask you-▸▸[mmmm]▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ Excuse me-▸▸▸[aaaammaaaammmmaaaaaaaa]▸▸▸▸▸ ...ughh,▸▸▸▸▸ sorry about that.",,4228efed4f219d1370fcc232d78926426ece3499
8300|steps[1].dialogOptions[0].dialogOptionText,8300,steps[1].dialogOptions[0].dialogOptionText,MonoBehaviour,Are you alright? That sounds like a pretty nasty cough.,,ac54c2beb3c7e37988818f4a5a472841dfa812d3
8300|steps[1].dialogOptions[0].steps[0].dialogLine.dialogText,8300,steps[1].dialogOptions[0].steps[0].dialogLine.dialogText,MonoBehaviour,"I'm fine,▸▸ I'm fine.▸▸▸▸▸▸▸▸▸▸▸▸▸ I've gotten used to it.",,c43cb6228a343cfe7089a14bf266034a99d971da
8300|steps[1].dialogOptions[1].dialogOptionText,8300,steps[1].dialogOptions[1].dialogOptionText,MonoBehaviour,Can I get you a glass of water or something?,,ebd50a565379fa7840cae8a48b6e4f31b74912b5
8300|steps[1].dialogOptions[1].steps[0].dialogLine.dialogText,8300,steps[1].dialogOptions[1].steps[0].dialogLine.dialogText,MonoBehaviour,"No, it's alright.▸▸▸▸▸▸▸ That just seems to happen every so often.",,7d136188b57cf5d04675e4e5d2f4837c4f05b691
8300|steps[1].dialogOptions[2].dialogOptionText,8300,steps[1].dialogOptions[2].dialogOptionText,MonoBehaviour,That's... hot...,,a6d01631b32af080f1f9c47590b8e009997defe2
8300|steps[1].dialogOptions[2].steps[0].dialogLine.dialogText,8300,steps[1].dialogOptions[2].steps[0].dialogLine.dialogText,MonoBehaviour,"Ughh,▸▸▸ I know,▸▸ I know... not my best look.",,74cf431d4d16b73b8a2257b18de2b5c88582dec4
8300|steps[2].dialogLine.dialogText,8300,steps[2].dialogLine.dialogText,MonoBehaviour,I'm not sure why but I get an occasional cough or shortness of breath.,,689ae9a6a7509fec565f219f60d603bafb5598d3
8300|steps[3].dialogLine.dialogText,8300,steps[3].dialogLine.dialogText,MonoBehaviour,"My doctor says I need to quit smoking, but,▸▸ I don't know...▸▸▸",,865e9e02ec8b1d443d0e87f4d77f076a37bf756e
8300|steps[4].dialogLine.dialogText,8300,steps[4].dialogLine.dialogText,MonoBehaviour,I've been smoking for over twenty years and I've never had any problems before.,,482b8e8776dadecb43eb64e9ac74636d074e5ba3
8301|steps[0].dialogLine.dialogText,8301,steps[0].dialogLine.dialogText,MonoBehaviour,"So,▸▸▸ hot shot,▸▸▸▸▸▸▸▸▸▸ I think it's time you tell me...▸▸▸▸▸ just how many girls HAVE you been with?",,ff0e33a3c464628a60b0f3fc14a077cc75e734a5
8301|steps[1].dialogOptions[0].dialogOptionText,8301,steps[1].dialogOptions[0].dialogOptionText,MonoBehaviour,I'm a virgin. I'm saving myself for marriage.,,5131863edd96b37a664354e26fb0daeee2ffed18
8301|steps[1].dialogOptions[0].steps[0].dialogLine.dialogText,8301,steps[1].dialogOptions[0].steps[0].dialogLine.dialogText,MonoBehaviour,"Stop,▸▸▸▸▸ I can't with you.▸▸▸▸▸▸▸▸▸▸ Honey,▸▸▸▸▸ you and I are both the farthest thing from a virgin.",,e84c196a91956159cd16ecd5c8afad3b388da601
8301|steps[1].dialogOptions[1].dialogOptionText,8301,steps[1].dialogOptions[1].dialogOptionText,MonoBehaviour,I don't really keep track of that sort of thing.,,5e6d3924becbdade167d9a4a3c67bb0f2a76ed45
8301|steps[1].dialogOptions[1].steps[0].dialogLine.dialogText,8301,steps[1].dialogOptions[1].steps[0].dialogLine.dialogText,MonoBehaviour,"You don't?▸▸▸▸▸▸▸ I thought everybody did.▸▸▸ I used to,▸▸ but I lost track years ago...▸▸",,b7813698237d844896b4e04fa5ed319d1dd915a8
8301|steps[1].dialogOptions[2].dialogOptionText,8301,steps[1].dialogOptions[2].dialogOptionText,MonoBehaviour,It has to be in the triple digits by now.,,422c19d3c9b546f1d8231faced14ad305c598c94
8301|steps[1].dialogOptions[2].steps[0].dialogLine.dialogText,8301,steps[1].dialogOptions[2].steps[0].dialogLine.dialogText,MonoBehaviour,"Woooo[hhhww]ww,▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ not bad...▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ but you've got some work to do if you want to catch up to me.",,e37146cae9d211802bdb013e60c1d68dcb43d270
8301|steps[2].dialogLine.dialogText,8301,steps[2].dialogLine.dialogText,MonoBehaviour,"Honestly,▸▸▸▸▸▸▸▸▸▸▸▸▸▸ my pussy▸▸▸ has seen so much▸▸▸ action,▸▸▸▸▸▸▸▸▸▸▸▸▸ I feel like I'm starting to go numb down there.▸▸▸▸▸[hhaahhaa]",,be93cab538e73cc7520473f6a3ea55608775e0f3
8302|steps[0].dialogLine.dialogText,8302,steps[0].dialogLine.dialogText,MonoBehaviour,"What do you think▸▸▸ i[ii]s▸▸ a better way▸▸▸ to▸▸▸ die...[h]▸▸[hhh]▸▸▸ slitting your wrists, or▸▸ over▸▸dosing on pills?▸▸▸[h]",,409593d83aa6bdb2b09d90c3e0c835b99171bcce
8302|steps[1].dialogOptions[0].dialogOptionText,8302,steps[1].dialogOptions[0].dialogOptionText,MonoBehaviour,"Jesus... kind of a dark question, don't you think?",,dc77a83e0b04a7d56634feec28f5baa43434b33f
8302|steps[1].dialogOptions[0].steps[0].dialogLine.dialogText,8302,steps[1].dialogOptions[0].steps[0].dialogLine.dialogText,MonoBehaviour,What?▸▸▸▸▸▸▸▸▸▸ I mean...▸▸▸▸▸▸▸ I'm▸▸▸ gon▸▸na die▸▸▸▸▸ e▸▸ven▸▸tual▸▸ly.▸▸▸▸▸▸▸[hh]▸▸▸▸▸ I might as well have fun with it.[h],,53b73183f9f3065c37fea6cac8673d72f5d92c4d
8302|steps[1].dialogOptions[1].dialogOptionText,8302,steps[1].dialogOptions[1].dialogOptionText,MonoBehaviour,"Why not both? In for a penny, in for a pound!",,d352c929fb0acb6baa7ced08b7b8151bdd5328ba
8302|steps[1].dialogOptions[1].steps[0].dialogLine.dialogText,8302,steps[1].dialogOptions[1].steps[0].dialogLine.dialogText,MonoBehaviour,"Oh▸▸▸ my▸▸▸ god,▸▸▸▸▸ YEEEESS[SS]!▸▸[hh]▸▸▸▸▸▸▸▸[hh] Then I could BLOW my brains out▸▸ just for good measure!",,d5bfe802a1ff4ba2ff85e6394ec20b878d5811ab
8302|steps[1].dialogOptions[2].dialogOptionText,8302,steps[1].dialogOptions[2].dialogOptionText,MonoBehaviour,"Crazy thought, but you could always NOT kill yourself.",,1affbed15075bfe9670f8b35a5b1e0e6615ebe29
8302|steps[1].dialogOptions[2].steps[0].dialogLine.dialogText,8302,steps[1].dialogOptions[2].steps[0].dialogLine.dialogText,MonoBehaviour,"Yeeeeaahh,▸▸▸ I mean,▸▸▸[hh] I guess...▸▸ but,▸▸▸[hh] what fun is that?[h]",,451b0f57cc9a416b5a5f2a4d8681d0189affad8a
8302|steps[2].dialogLine.dialogText,8302,steps[2].dialogLine.dialogText,MonoBehaviour,Unless I get bitten by a vampire▸▸ or something...[hh],,e510f9b3abeda0a6657b696f90185bf15d608cc1
8302|steps[3].dialogLine.dialogText,8302,steps[3].dialogLine.dialogText,MonoBehaviour,"Then▸▸ I could like,▸[hh] live forever, and like, kill people and drink blood and stuff...",,957652a7fdb3fab35c72c8af49fc2d4b12a31a68
8302|steps[4].dialogLine.dialogText,8302,steps[4].dialogLine.dialogText,MonoBehaviour,That would be like...[hh]▸▸ fuck▸▸ing▸▸ awe▸▸some?,,438c98d7d9f1340c6bbf8692b7356094b9a692ac
8303|steps[0].dialogLine.dialogText,8303,steps[0].dialogLine.dialogText,MonoBehaviour,"Fuck,▸▸ WHERE▸▸ did I put my inhaler?▸▸▸[hh]▸▸▸ Ughh,▸▸ don't tell me I left it in the hotel room!",,db2ef3aa33fcbdb11018ac2996e4cd7a7e7555b2
8303|steps[1].dialogOptions[0].dialogOptionText,8303,steps[1].dialogOptions[0].dialogOptionText,MonoBehaviour,Should we go back and get it?,,986a901c199c358423dd142a35e60245017ca2fc
8303|steps[1].dialogOptions[0].steps[0].dialogLine.dialogText,8303,steps[1].dialogOptions[0].steps[0].dialogLine.dialogText,MonoBehaviour,"Uhhh,▸▸ I don't know...▸▸ I like,▸▸▸ REAL▸LY▸▸ don't want to go all the way back.▸▸[k]",,2fbd62e1a943697442ff935e0d8e4bb0cf0a3475
8303|steps[1].dialogOptions[1].dialogOptionText,8303,steps[1].dialogOptions[1].dialogOptionText,MonoBehaviour,Don't you hate when that happens?,,61e7166182251e362e5ee95cfb691b71942cef06
8303|steps[1].dialogOptions[1].steps[0].dialogLine.dialogText,8303,steps[1].dialogOptions[1].steps[0].dialogLine.dialogText,MonoBehaviour,I don't know▸▸ WHY▸▸ it's always▸▸ me that has to lose shit▸▸ ALL the time...,,40c3ca39ce2a7b986c6cf587f46050eb6d3bba18
8303|steps[1].dialogOptions[2].dialogOptionText,8303,steps[1].dialogOptions[2].dialogOptionText,MonoBehaviour,What do you need an inhaler for?,,bb2b05d242dff64fc9c024d408ae351f9b78230c
8303|steps[1].dialogOptions[2].steps[0].dialogLine.dialogText,8303,steps[1].dialogOptions[2].steps[0].dialogLine.dialogText,MonoBehaviour,"Ummm...▸▸ as▸▸thma?▸▸ Is there like,▸▸ another reason somebody would▸ need an inhaler?",,eaac500c510cce7378befbae256d779ec72064e8
8303|steps[2].dialogLine.dialogText,8303,steps[2].dialogLine.dialogText,MonoBehaviour,"Whatever... it's fine.▸▸▸[hh]▸▸▸ If I have an asthma attack,▸▸ I'll just die...[hh]▸▸ and then everybody▸▸ will be happy!",,eb27db6245d10aa48605bc00644b2e269fc65ebe
8304|steps[0].dialogLine.dialogText,8304,steps[0].dialogLine.dialogText,MonoBehaviour,[aaaahh]▸▸▸▸▸Why do I even▸▸ bother getting out of▸ bed in the morning?,,d14cfc7aeb5547cf37d742e20473d904f8d12ff1
8304|steps[1].dialogOptions[0].dialogOptionText,8304,steps[1].dialogOptions[0].dialogOptionText,MonoBehaviour,"Yeah, that feeling never really goes away so get used to it.",,c87dc44e2ea798be3e4e66860174fb6055814387
8304|steps[1].dialogOptions[0].steps[0].dialogLine.dialogText,8304,steps[1].dialogOptions[0].steps[0].dialogLine.dialogText,MonoBehaviour,"Oh, gre[ee]at...▸▸ life just keeps getting better▸▸ and better,▸▸ doesn't it?▸▸[h]",,d586b4bac5e04aaa682d7dc2fd0bedad46338f45
8304|steps[1].dialogOptions[1].dialogOptionText,8304,steps[1].dialogOptions[1].dialogOptionText,MonoBehaviour,What's wrong? Is something bothering you?,,f2b7209c3a7e07a32ed5fb1d71a79013f6cd21a7
8304|steps[1].dialogOptions[1].steps[0].dialogLine.dialogText,8304,steps[1].dialogOptions[1].steps[0].dialogLine.dialogText,MonoBehaviour,"Uhhhh... how about,▸▸ liiiike...▸▸ everything?[h]",,eed8a0fb5d1e78fcee22c56be46385c723726607
8304|steps[1].dialogOptions[2].dialogOptionText,8304,steps[1].dialogOptions[2].dialogOptionText,MonoBehaviour,So you can get laid. That's why I do it!,,a0c87731ce5cb94078f53ed0d86733e24b472683
8304|steps[1].dialogOptions[2].steps[0].dialogLine.dialogText,8304,steps[1].dialogOptions[2].steps[0].dialogLine.dialogText,MonoBehaviour,"Tch!▸▸[hh]▸▸▸ Yeah,▸▸▸ that's like,▸▸ basically,▸▸▸ the ONLY good thing about life?▸[ahha]▸[hh]",,1b4ad82e43c745a8d57fa4721f3588bc650522c7
8304|steps[2].dialogLine.dialogText,8304,steps[2].dialogLine.dialogText,MonoBehaviour,"I'm stuck on this stupid island, without my tablet,▸[hh]▸ my parents hate me,[hh] my life is worthless, and▸▸ every▸▸thing▸▸ SU[U]CKS![S]",,1bae73a4158985ac8481d070d0847cde1ddd1886
8304|steps[3].dialogLine.dialogText,8304,steps[3].dialogLine.dialogText,MonoBehaviour,"I mean,▸▸ what the fuck▸▸ is even▸▸ the point▸▸ of life▸▸ anyway?▸▸[hh]▸▸▸▸ We're all just gonna die in the end...[h]",,ff10b20e70250a3ab9b56edd0aca5e1d006eae39
8305|steps[0].dialogLine.dialogText,8305,steps[0].dialogLine.dialogText,MonoBehaviour,I▸▸▸▸▸ must admit...▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ I was a little worried about coming to a tropical island like this.,,d422ad4d5403327b7086c6d99839b875679aab45
8305|steps[1].dialogLine.dialogText,8305,steps[1].dialogLine.dialogText,MonoBehaviour,"I don't care much for water.▸▸▸▸▸▸▸▸▸▸▸▸▸ To be honest,▸▸▸▸▸▸▸▸▸▸ I▸▸▸▸▸ don't even know how to swim...",,d30d8b1bd61b9823d0516f04d5cb846c07477790
8305|steps[2].dialogOptions[0].dialogOptionText,8305,steps[2].dialogOptions[0].dialogOptionText,MonoBehaviour,You don't like water? You're like seventy percent water.,,feff97aee173a9931ea25dcd0ec7be9fade3ccdc
8305|steps[2].dialogOptions[0].steps[0].dialogLine.dialogText,8305,steps[2].dialogOptions[0].steps[0].dialogLine.dialogText,MonoBehaviour,"Hmmm,▸▸▸▸▸ perhaps you're right.▸▸▸▸▸ Though I never quite saw myself as...▸▸▸▸▸ completely human...",,71addf03d903daa5b91624c53a35f670b2f81e56
8305|steps[2].dialogOptions[1].dialogOptionText,8305,steps[2].dialogOptions[1].dialogOptionText,MonoBehaviour,Swimming is easy! I'll teach you how!,,55c6f8415d061859818efbc5ced6994b163f75ea
8305|steps[2].dialogOptions[1].steps[0].dialogLine.dialogText,8305,steps[2].dialogOptions[1].steps[0].dialogLine.dialogText,MonoBehaviour,"N-no...▸▸▸▸▸ thank you.▸▸▸▸▸▸▸▸▸▸ I've▸▸▸▸▸ tried many times in the past...▸▸▸▸▸ to no avail,▸▸▸▸▸ I'm afraid.",,45edecd6dac824c215a14608f5633cc3100d74ef
8305|steps[2].dialogOptions[2].dialogOptionText,8305,steps[2].dialogOptions[2].dialogOptionText,MonoBehaviour,You just get in the water and start flailing your limbs around.,,1983b03c7559b5a0150a8a045ef9c98538f2fcf9
8305|steps[2].dialogOptions[2].steps[0].dialogLine.dialogText,8305,steps[2].dialogOptions[2].steps[0].dialogLine.dialogText,MonoBehaviour,Un▸▸▸fortunately▸▸ for me...▸▸▸▸▸▸▸▸▸▸▸▸▸ the difficult part would be getting▸▸ IN▸▸▸ the water...,,6f487449b79d3cadabf5d4d6ebceed4284444c3d
8305|steps[3].dialogLine.dialogText,8305,steps[3].dialogLine.dialogText,MonoBehaviour,I▸▸▸ can't quite explain it...▸▸▸▸▸▸▸▸▸▸ the shocking chill against my skin...▸▸▸▸▸▸▸▸▸▸ it's rather...▸▸▸▸▸ disturbing...,,853e14abc2ba3f92e94b8e52e6f5b16874873ea8
8305|steps[4].dialogLine.dialogText,8305,steps[4].dialogLine.dialogText,MonoBehaviour,There's little I find more displeasing than the feeling of being splashed by water...,,b3c0b03983086c52edbbf94eae408497b7a457b5
8306|steps[0].dialogLine.dialogText,8306,steps[0].dialogLine.dialogText,MonoBehaviour,Do you...▸▸▸▸▸ do you hear that...▸▸▸▸▸ ringing sound?,,ad3e2cfaffc44c40014a726ddbfce05f531269e9
